Request ID,Status,Action Type,Date Submitted,Date Completed,Address,Platform,Submitted By
REQ491298,Closed,Repair Pothole in Street,06/18/2014 12:00:00 AM,06/24/2014 12:00:00 AM,"237 Pearl St
Cambridge, MA
(42.35889185600047, -71.10895300399966)",,kpark
REQ410799,Closed,Repair Pothole in Street,06/07/2012 12:00:00 AM,06/12/2012 12:00:00 AM,"104 Mt Auburn St
Cambridge, MA
(42.37283216200046, -71.12106118199966)",,web-services
REQ479685,Closed,Repair Pothole in Street,03/10/2014 12:00:00 AM,03/10/2014 12:00:00 AM,"23 Sidney St
Cambridge, MA
(42.362182773000484, -71.10050908299962)",,bsmyth
REQ478703,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"Sheridan St
Cambridge, MA
(42.38831034800046, -71.12866270099966)",,bsmyth
REQ425075,Closed,Repair Pothole in Street,10/02/2012 12:00:00 AM,10/05/2012 12:00:00 AM,"Phillips Pl
Cambridge, MA
(42.37666162400046, -71.12380245299966)",,web-services
REQ414776,Closed,Repair Pothole in Street,07/10/2012 12:00:00 AM,07/11/2012 12:00:00 AM,"3 Flint Way
Cambridge, MA
(42.366791640000486, -71.10600946299962)",iPhone,web-services
REQ424585,Closed,Repair Pothole in Street,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,"157 Auburn St
Cambridge, MA
(42.36346411000045, -71.10478520099963)",,web-services
REQ394341,Closed,Repair Pothole in Street,12/06/2011 12:00:00 AM,12/12/2011 12:00:00 AM,"Willard St
Cambridge, MA
(42.37571216000049, -71.12815773699964)",,web-services
REQ373868,Closed,Repair Pothole in Street,05/26/2011 12:00:00 AM,06/13/2011 12:00:00 AM,"5 May St
Cambridge, MA
(42.37833200300048, -71.15382516299962)",,web-services
REQ370670,Closed,Repair Pothole in Street,04/28/2011 12:00:00 AM,04/29/2011 12:00:00 AM,"6 Fainwood Cir
Cambridge, MA
(42.37334723100048, -71.10305562599967)",,web-services
REQ438180,Closed,Repair Pothole in Street,02/06/2013 12:00:00 AM,02/07/2013 12:00:00 AM,"3 Central Sq
Cambridge, MA
(42.36513722300049, -71.10448906499965)",,web-services
REQ398019,Closed,Repair Pothole in Street,01/25/2012 12:00:00 AM,01/30/2012 12:00:00 AM,"5 Third St
Cambridge, MA
(42.37215692500047, -71.07961590899964)",,web-services
REQ476004,Closed,Repair Pothole in Street,02/04/2014 12:00:00 AM,02/04/2014 12:00:00 AM,"Berkeley St
Cambridge, MA
(42.377872211000465, -71.12480604799964)",,bsmyth
REQ475410,Closed,Repair Pothole in Street,01/27/2014 12:00:00 AM,02/06/2014 12:00:00 AM,"50 Craigie St
Cambridge, MA
(42.37808370500045, -71.12955317499967)",,web-services
REQ442718,Closed,Repair Pothole in Street,03/27/2013 12:00:00 AM,03/28/2013 12:00:00 AM,"480 Brookline St
Cambridge, MA
(42.35446912600048, -71.11041782399963)",iPhone,web-services
REQ455915,Closed,Repair Pothole in Street,07/24/2013 12:00:00 AM,08/08/2013 12:00:00 AM,"1695 Massachusetts Ave
Cambridge, MA
(42.38297569800045, -71.11954362599965)",,web-services
REQ416135,Closed,Repair Pothole in Street,07/13/2012 12:00:00 AM,07/16/2012 12:00:00 AM,"583 Massachusetts Ave
Cambridge, MA
(42.36486413200049, -71.10274566199962)",iPhone,web-services
REQ409677,Closed,Repair Pothole in Street,05/31/2012 12:00:00 AM,06/04/2012 12:00:00 AM,"Seventh St
Cambridge, MA
(42.37114061200049, -71.08568218499965)",,web-services
REQ422536,Closed,Repair Pothole in Street,09/05/2012 12:00:00 AM,09/12/2012 12:00:00 AM,"Aberdeen Ave
Cambridge, MA
(42.378699724000455, -71.14739182299962)",,web-services
REQ371575,Closed,Repair Pothole in Street,05/06/2011 12:00:00 AM,05/06/2011 12:00:00 AM,"26 Magoun St
Cambridge, MA
(42.39999172200049, -71.13526094699967)",,web-services
REQ491971,Closed,Repair Pothole in Street,06/24/2014 12:00:00 AM,06/24/2014 12:00:00 AM,"Green St
Cambridge, MA
(42.3658567490005, -71.10598676799964)",,sdagord
REQ484566,Closed,Repair Pothole in Street,04/27/2014 12:00:00 AM,04/29/2014 12:00:00 AM,"41 Bowdoin St
Cambridge, MA
(42.383849127000474, -71.12166497699963)",,web-services
REQ432346,Closed,Repair Pothole in Street,12/03/2012 12:00:00 AM,12/10/2012 12:00:00 AM,"Aberdeen Ave
Cambridge, MA
(42.378699724000455, -71.14739182299962)",,web-services
REQ217060,Closed,Repair Pothole in Street,01/13/2009 12:00:00 AM,01/13/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ436669,Closed,Repair Pothole in Street,01/19/2013 12:00:00 AM,01/22/2013 12:00:00 AM,"1775 Massachusetts Ave
Cambridge, MA
(42.385654753000495, -71.11924403299963)",Android,web-services
REQ491375,Closed,Repair Pothole in Street,06/19/2014 12:00:00 AM,06/19/2014 12:00:00 AM,"8 Amory St
Cambridge, MA
(42.369950305000486, -71.10178350699965)",,sdagord
REQ455961,Closed,Repair Pothole in Street,07/25/2013 12:00:00 AM,07/26/2013 12:00:00 AM,"159 Pemberton St
Cambridge, MA
(42.39070174700049, -71.12989572699962)",,web-services
REQ465291,Closed,Repair Pothole in Street,10/16/2013 12:00:00 AM,10/16/2013 12:00:00 AM,"Cardinal Medeiros Ave
Cambridge, MA
(42.369226323000476, -71.09011722999963)",,cfosher
REQ378728,Closed,Repair Pothole in Street,07/12/2011 12:00:00 AM,07/19/2011 12:00:00 AM,"121 Third St
Cambridge, MA
(42.369287743000484, -71.08026579599965)",,web-services
REQ484033,Closed,Repair Pothole in Street,04/22/2014 12:00:00 AM,04/22/2014 12:00:00 AM,"62 Callender St
Cambridge, MA
(42.36547698800047, -71.11312487499964)",,bsmyth
REQ493693,Closed,Repair Pothole in Street,07/08/2014 12:00:00 AM,07/25/2014 12:00:00 AM,"98 Chalk St
Cambridge, MA
(42.362144181000474, -71.11025581499968)",iOS,web-services
REQ472804,Closed,Repair Pothole in Street,12/21/2013 12:00:00 AM,12/23/2013 12:00:00 AM,"1 Pleasant St
Cambridge, MA
(42.36349406900047, -71.10840566999963)",,web-services
REQ478268,Closed,Repair Pothole in Street,02/24/2014 12:00:00 AM,03/06/2014 12:00:00 AM,"Chestnut St
Cambridge, MA
(42.3572889400005, -71.10993831599967)",,web-services
REQ428623,Closed,Repair Pothole in Street,11/03/2012 12:00:00 AM,11/07/2012 12:00:00 AM,"250 Monsignor O'Brien Hwy
Cambridge, MA
(42.373414064000485, -71.08162433599966)",iPhone,web-services
REQ379428,Closed,Repair Pothole in Street,07/19/2011 12:00:00 AM,07/28/2011 12:00:00 AM,"162 Cushing St
Cambridge, MA
(42.37928033000048, -71.15245509999966)",,web-services
REQ474213,Closed,Repair Pothole in Street,01/13/2014 12:00:00 AM,01/15/2014 12:00:00 AM,"147 Hampshire St
Cambridge, MA
(42.3712627540005, -71.09780121999967)",,web-services
REQ216998,Closed,Repair Pothole in Street,01/13/2009 12:00:00 AM,01/13/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ423538,Closed,Repair Pothole in Street,09/14/2012 12:00:00 AM,09/14/2012 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",iPhone,web-services
REQ485320,Closed,Repair Pothole in Street,05/02/2014 12:00:00 AM,05/14/2014 12:00:00 AM,"21 Edmunds St
Cambridge, MA
(42.39877834700047, -71.13232863199966)",,web-services
REQ452839,Closed,Repair Pothole in Street,06/26/2013 12:00:00 AM,06/28/2013 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,web-services
REQ474363,Closed,Repair Pothole in Street,01/15/2014 12:00:00 AM,01/23/2014 12:00:00 AM,"219 Fayerweather St
Cambridge, MA
(42.38512585600046, -71.13312211499965)",,bsmyth
REQ372544,Closed,Repair Pothole in Street,05/16/2011 12:00:00 AM,05/19/2011 12:00:00 AM,"Howard St
Cambridge, MA
(42.3652209060005, -71.11083705399966)",,web-services
REQ401944,Closed,Repair Pothole in Street,03/18/2012 12:00:00 AM,03/21/2012 12:00:00 AM,"31 Willard St
Cambridge, MA
(42.37506643600045, -71.12840697799965)",iPhone,web-services
REQ444019,Closed,Repair Pothole in Street,04/09/2013 12:00:00 AM,04/17/2013 12:00:00 AM,"Adley Rd
Cambridge, MA
(42.39237485500047, -71.15207303199963)",,web-services
REQ386781,Closed,Repair Pothole in Street,09/23/2011 12:00:00 AM,09/29/2011 12:00:00 AM,"41 Kirkland St
Cambridge, MA
(42.377046056000495, -71.11227618499964)",,web-services
REQ479263,Closed,Repair Pothole in Street,03/04/2014 12:00:00 AM,03/10/2014 12:00:00 AM,"Flagg St
Cambridge, MA
(42.36773931400046, -71.11493358099966)",,web-services
REQ444072,Closed,Repair Pothole in Street,04/10/2013 12:00:00 AM,04/16/2013 12:00:00 AM,"8 Miller Ave
Cambridge, MA
(42.39223543500049, -71.12093327799965)",,web-services
REQ478599,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"10 Mt Auburn St
Cambridge, MA
(42.37040315100046, -71.11429959199967)",,bsmyth
REQ489388,Closed,Repair Pothole in Street,06/04/2014 12:00:00 AM,06/09/2014 12:00:00 AM,"34 Fairmont St
Cambridge, MA
(42.361644657000454, -71.11081509099967)",,web-services
REQ481881,Closed,Repair Pothole in Street,03/31/2014 12:00:00 AM,04/02/2014 12:00:00 AM,"43 Davenport St
Cambridge, MA
(42.39024544400047, -71.11857455699965)",,web-services
REQ475701,Closed,Repair Pothole in Street,01/30/2014 12:00:00 AM,02/04/2014 12:00:00 AM,"6 Roberts Rd
Cambridge, MA
(42.375248815000475, -71.10867243099966)",0,web-services
REQ482437,Closed,Repair Pothole in Street,04/06/2014 12:00:00 AM,04/14/2014 12:00:00 AM,"1 Gerrys Landing Rd
Cambridge, MA
(42.374596047000466, -71.13787404399966)",,web-services
REQ480147,Closed,Repair Pothole in Street,03/13/2014 12:00:00 AM,03/19/2014 12:00:00 AM,"11 Milton St
Cambridge, MA
(42.392914129000474, -71.12401563199967)",,web-services
REQ483179,Closed,Repair Pothole in Street,04/14/2014 12:00:00 AM,05/13/2014 12:00:00 AM,"2 Longfellow Pk
Cambridge, MA
(42.3761346010005, -71.12653912899964)",,web-services
REQ483012,Closed,Repair Pothole in Street,04/10/2014 12:00:00 AM,04/14/2014 12:00:00 AM,"Harvard St
Cambridge, MA
(42.371660446000476, -71.11276929199965)",iPhone,web-services
REQ373145,Closed,Repair Pothole in Street,05/22/2011 12:00:00 AM,06/01/2011 12:00:00 AM,"Cadbury Rd
Cambridge, MA
(42.387452634000454, -71.13069376699963)",,web-services
REQ425076,Closed,Repair Pothole in Street,10/02/2012 12:00:00 AM,10/05/2012 12:00:00 AM,"Phillips Pl
Cambridge, MA
(42.37666162400046, -71.12380245299966)",,web-services
REQ489122,Closed,Repair Pothole in Street,06/02/2014 12:00:00 AM,06/04/2014 12:00:00 AM,"26 Craigie St
Cambridge, MA
(42.3781626170005, -71.12934147899966)",0,web-services
REQ372067,Closed,Repair Pothole in Street,05/10/2011 12:00:00 AM,05/16/2011 12:00:00 AM,"397 Huron Ave
Cambridge, MA
(42.380996078000464, -71.13985604999965)",,web-services
REQ473312,Closed,Repair Pothole in Street,01/03/2014 12:00:00 AM,01/09/2014 12:00:00 AM,"212 Willow St
Cambridge, MA
(42.374243770000476, -71.09147761799966)",,web-services
REQ474830,Closed,Repair Pothole in Street,01/18/2014 12:00:00 AM,01/24/2014 12:00:00 AM,"82 Bristol St
Cambridge, MA
(42.36770566000047, -71.09407243699962)",,web-services
REQ396159,Closed,Repair Pothole in Street,01/02/2012 12:00:00 AM,01/04/2012 12:00:00 AM,"Putnam Ave
Cambridge, MA
(42.361667516000466, -71.11342624899964)",,web-services
REQ424406,Closed,Repair Pothole in Street,09/25/2012 12:00:00 AM,09/26/2012 12:00:00 AM,"432 Columbia St
Cambridge, MA
(42.374061646000484, -71.09377169099963)",,web-services
REQ236227,Closed,Repair Pothole in Street,10/13/2009 12:00:00 AM,10/15/2009 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,salbano
REQ492765,Closed,Repair Pothole in Street,06/29/2014 12:00:00 AM,06/30/2014 12:00:00 AM,"198 Antrim St
Cambridge, MA
(42.37370140100046, -71.10126275199963)",iOS,web-services
REQ376507,Closed,Repair Pothole in Street,06/20/2011 12:00:00 AM,06/27/2011 12:00:00 AM,"28 Athens St
Cambridge, MA
(42.36995260900045, -71.11563047699963)",,web-services
REQ436051,Closed,Repair Pothole in Street,01/11/2013 12:00:00 AM,01/11/2013 12:00:00 AM,"26 Aberdeen Ave
Cambridge, MA
(42.37587533800047, -71.14619244699963)",,web-services
REQ420909,Closed,Repair Pothole in Street,08/20/2012 12:00:00 AM,08/24/2012 12:00:00 AM,"9 Concord Ave
Cambridge, MA
(42.378064673000495, -71.12313759299963)",iPhone,web-services
REQ499289,Closed,Repair Pothole in Street,08/20/2014 12:00:00 AM,08/18/2014 12:00:00 AM,"Fayerweather St
Cambridge, MA
(42.3822043830005, -71.13713469399966)",,kpark
REQ490074,Closed,Repair Pothole in Street,06/10/2014 12:00:00 AM,06/09/2014 12:00:00 AM,"Allston Ct
Cambridge, MA
(42.35924803800049, -71.10966763599964)",,kpark
REQ452247,Closed,Repair Pothole in Street,06/20/2013 12:00:00 AM,06/24/2013 12:00:00 AM,"43 Belmont St
Cambridge, MA
(42.37494659800046, -71.15183747699967)",Android,web-services
REQ409212,Closed,Repair Pothole in Street,05/25/2012 12:00:00 AM,05/30/2012 12:00:00 AM,"Harvard St
Cambridge, MA
(42.371660446000476, -71.11276929199965)",,web-services
REQ440760,Closed,Repair Pothole in Street,03/05/2013 12:00:00 AM,03/05/2013 12:00:00 AM,"230 Chestnut St
Cambridge, MA
(42.359131773000456, -71.11316408599964)",,web-services
REQ474266,Closed,Repair Pothole in Street,01/14/2014 12:00:00 AM,01/16/2014 12:00:00 AM,"Davenport St
Cambridge, MA
(42.390001774000496, -71.11898101999964)",,web-services
REQ458405,Closed,Repair Pothole in Street,08/13/2013 12:00:00 AM,08/15/2013 12:00:00 AM,"1 Blackstone St
Cambridge, MA
(42.36211363600046, -71.11434913999966)",iPhone,web-services
REQ391661,Closed,Repair Pothole in Street,11/03/2011 12:00:00 AM,11/03/2011 12:00:00 AM,"Vincent St
Cambridge, MA
(42.38738178000045, -71.12568301199963)",,web-services
REQ437751,Closed,Repair Pothole in Street,02/02/2013 12:00:00 AM,02/04/2013 12:00:00 AM,"213 Hurley St
Cambridge, MA
(42.36843620600047, -71.08144688499965)",,web-services
REQ503589,Assigned,Repair Pothole in Street,09/30/2014 12:00:00 AM,,"3 Newell St
Cambridge, MA
(42.38579555700045, -71.12857613699964)",,web-services
REQ474423,Closed,Repair Pothole in Street,01/15/2014 12:00:00 AM,01/16/2014 12:00:00 AM,"11 Davenport St
Cambridge, MA
(42.389645105000454, -71.11970494499963)",,web-services
REQ475360,Closed,Repair Pothole in Street,01/25/2014 12:00:00 AM,02/06/2014 12:00:00 AM,"16 Chilton St
Cambridge, MA
(42.38175658400047, -71.13810342999966)",iPhone,web-services
REQ451172,Closed,Repair Pothole in Street,06/12/2013 12:00:00 AM,06/13/2013 12:00:00 AM,"4 Day St
Cambridge, MA
(42.394224273000475, -71.12580512599965)",iPhone,web-services
REQ479391,Closed,Repair Pothole in Street,03/06/2014 12:00:00 AM,03/18/2014 12:00:00 AM,"13 Mason St
Cambridge, MA
(42.37623333500045, -71.12366454099964)",,web-services
REQ439750,Closed,Repair Pothole in Street,02/21/2013 12:00:00 AM,02/26/2013 12:00:00 AM,"Walden St
Cambridge, MA
(42.38448093000045, -71.13338832199963)",,web-services
REQ439006,Closed,Repair Pothole in Street,02/13/2013 12:00:00 AM,02/20/2013 12:00:00 AM,"7 Cameron Ave
Cambridge, MA
(42.397701860000495, -71.12993144699965)",Android,web-services
REQ373718,Closed,Repair Pothole in Street,05/25/2011 12:00:00 AM,06/06/2011 12:00:00 AM,"Chauncy St
Cambridge, MA
(42.379631893000465, -71.12233387399965)",,web-services
REQ478451,Closed,Repair Pothole in Street,02/25/2014 12:00:00 AM,03/04/2014 12:00:00 AM,"School St
Cambridge, MA
(42.36394426700048, -71.09786911799966)",,arodibaugh
REQ478392,Closed,Repair Pothole in Street,02/24/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"41 Walden St
Cambridge, MA
(42.3895862760005, -71.12458803899966)",,web-services
REQ480327,Closed,Repair Pothole in Street,03/17/2014 12:00:00 AM,03/19/2014 12:00:00 AM,"125 Pleasant St
Cambridge, MA
(42.360867087000486, -71.11198172999963)",,web-services
REQ477766,Closed,Repair Pothole in Street,02/20/2014 12:00:00 AM,02/21/2014 12:00:00 AM,"380 Columbia St
Cambridge, MA
(42.3718734630005, -71.09503113499966)",,bsmyth
REQ216836,Closed,Repair Pothole in Street,01/12/2009 12:00:00 AM,01/12/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ469265,Closed,Repair Pothole in Street,11/13/2013 12:00:00 AM,11/14/2013 12:00:00 AM,"321 Harvard St
Cambridge, MA
(42.37023607100048, -71.10745273299966)",,web-services
REQ405828,Closed,Repair Pothole in Street,04/27/2012 12:00:00 AM,05/03/2012 12:00:00 AM,"333 Walden St
Cambridge, MA
(42.3847121870005, -71.13318088199964)",iPhone,web-services
REQ372065,Closed,Repair Pothole in Street,05/10/2011 12:00:00 AM,05/10/2011 12:00:00 AM,"55 Appleton St
Cambridge, MA
(42.37893925500049, -71.13382500799963)",,web-services
REQ473451,Closed,Repair Pothole in Street,01/05/2014 12:00:00 AM,01/07/2014 12:00:00 AM,"150 Beacon St
Cambridge, MA
(42.38076949500049, -71.10942717599966)",,web-services
REQ446566,Closed,Repair Pothole in Street,05/02/2013 12:00:00 AM,05/03/2013 12:00:00 AM,"3 Day St
Cambridge, MA
(42.39427497300045, -71.12584545499965)",iPhone,web-services
REQ480429,Closed,Repair Pothole in Street,03/17/2014 12:00:00 AM,03/19/2014 12:00:00 AM,"82 Inman St
Cambridge, MA
(42.371200531000454, -71.10208309999967)",,bsmyth
REQ371116,Closed,Repair Pothole in Street,05/03/2011 12:00:00 AM,05/03/2011 12:00:00 AM,"Brewster St
Cambridge, MA
(42.37852491700045, -71.13217639799967)",,bsmyth
REQ478362,Closed,Repair Pothole in Street,02/24/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"348 Walden St
Cambridge, MA
(42.3842945830005, -71.13354494699962)",,web-services
REQ418942,Closed,Repair Pothole in Street,08/03/2012 12:00:00 AM,08/06/2012 12:00:00 AM,"56 Stearns St
Cambridge, MA
(42.38591286500048, -71.12971020899965)",,web-services
REQ398713,Closed,Repair Pothole in Street,02/05/2012 12:00:00 AM,02/07/2012 12:00:00 AM,"98 Shepard St
Cambridge, MA
(42.38014295700049, -71.12491496899963)",iPhone,web-services
REQ448962,Closed,Repair Pothole in Street,05/27/2013 12:00:00 AM,05/30/2013 12:00:00 AM,"Roberts Rd
Cambridge, MA
(42.37634535300049, -71.10844236099967)",,web-services
REQ464777,Closed,Repair Pothole in Street,10/09/2013 12:00:00 AM,10/21/2013 12:00:00 AM,"1765 Massachusetts 2A
Cambridge, MA
(42.38518462200045, -71.11929358099962)",iPhone,web-services
REQ452242,Closed,Repair Pothole in Street,06/20/2013 12:00:00 AM,07/02/2013 12:00:00 AM,"107 Webster Ave
Cambridge, MA
(42.36924971700046, -71.09310567199964)",iPhone,web-services
REQ436718,Closed,Repair Pothole in Street,01/22/2013 12:00:00 AM,01/22/2013 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ378067,Closed,Repair Pothole in Street,07/06/2011 12:00:00 AM,07/19/2011 12:00:00 AM,"Wheeler St
Cambridge, MA
(42.3902153410005, -71.14417400799965)",,web-services
REQ404017,Closed,Repair Pothole in Street,04/10/2012 12:00:00 AM,04/12/2012 12:00:00 AM,"1 Main St
Cambridge, MA
(42.36197651500049, -71.08009871499962)",,web-services
REQ492215,Closed,Repair Pothole in Street,06/25/2014 12:00:00 AM,06/25/2014 12:00:00 AM,"109 Windsor St
Cambridge, MA
(42.36423268200048, -71.09653255899963)",,sdagord
REQ433693,Closed,Repair Pothole in Street,12/14/2012 12:00:00 AM,12/17/2012 12:00:00 AM,"35 Ash St
Cambridge, MA
(42.37375744400049, -71.12585812999964)",,web-services
REQ409464,Closed,Repair Pothole in Street,05/29/2012 12:00:00 AM,05/31/2012 12:00:00 AM,"Broadway
Cambridge, MA
(42.37379121200047, -71.11232021999967)",,web-services
REQ258389,Closed,Repair Pothole in Street,04/27/2010 12:00:00 AM,04/28/2011 12:00:00 AM,"Prospect St
Cambridge, MA
(42.369898168000475, -71.10062438799963)",,mcarvello
REQ478775,Closed,Repair Pothole in Street,02/27/2014 12:00:00 AM,03/04/2014 12:00:00 AM,"2 Hemlock Rd
Cambridge, MA
(42.38066191700045, -71.13219568099964)",,web-services
REQ443463,Closed,Repair Pothole in Street,04/03/2013 12:00:00 AM,04/05/2013 12:00:00 AM,"Dana St
Cambridge, MA
(42.371862286000464, -71.10891370099966)",Android,web-services
REQ462058,Closed,Repair Pothole in Street,09/14/2013 12:00:00 AM,09/26/2013 12:00:00 AM,"5 Fainwood Cir
Cambridge, MA
(42.37323085100047, -71.10313398099964)",iPhone,web-services
REQ393751,Closed,Repair Pothole in Street,11/30/2011 12:00:00 AM,12/05/2011 12:00:00 AM,"Franklin St
Cambridge, MA
(42.365076296000495, -71.10612899499966)",,web-services
REQ371103,Closed,Repair Pothole in Street,05/03/2011 12:00:00 AM,05/03/2011 12:00:00 AM,"Putnam Ave
Cambridge, MA
(42.361667516000466, -71.11342624899964)",,bsmyth
REQ405229,Closed,Repair Pothole in Street,04/23/2012 12:00:00 AM,04/25/2012 12:00:00 AM,"162 Putnam Ave
Cambridge, MA
(42.365328502000466, -71.11370616699963)",,web-services
REQ442155,Closed,Repair Pothole in Street,03/21/2013 12:00:00 AM,03/22/2013 12:00:00 AM,"Prince St
Cambridge, MA
(42.3607581280005, -71.11062638799967)",,web-services
REQ482467,Closed,Repair Pothole in Street,04/07/2014 12:00:00 AM,04/09/2014 12:00:00 AM,"1 Lancaster St
Cambridge, MA
(42.38561672800046, -71.11959893599965)",,web-services
REQ478823,Closed,Repair Pothole in Street,02/28/2014 12:00:00 AM,03/03/2014 12:00:00 AM,"Alewife T Station Access Rd
Cambridge, MA
(42.366791640000486, -71.10600946299962)",,web-services
REQ379172,Closed,Repair Pothole in Street,07/15/2011 12:00:00 AM,07/19/2011 12:00:00 AM,"Cambridge St
Cambridge, MA
(42.375468656000464, -71.11429872199966)",,web-services
REQ432470,Closed,Repair Pothole in Street,12/05/2012 12:00:00 AM,12/05/2012 12:00:00 AM,"21 Hammond St
Cambridge, MA
(42.380837063000456, -71.11547952799964)",,web-services
REQ489111,Closed,Repair Pothole in Street,06/02/2014 12:00:00 AM,06/09/2014 12:00:00 AM,"2 Bond St
Cambridge, MA
(42.38052709900046, -71.12733881299965)",0,web-services
REQ375391,Closed,Repair Pothole in Street,06/10/2011 12:00:00 AM,06/21/2011 12:00:00 AM,"Smith Pl
Cambridge, MA
(42.392160411000475, -71.15068527599965)",,web-services
REQ196283,Closed,Repair Pothole in Street,02/07/2008 12:00:00 AM,02/07/2008 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,ebreen
REQ478584,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"390 Harvard St
Cambridge, MA
(42.37179280300046, -71.11335817799966)",,bsmyth
REQ376947,Closed,Repair Pothole in Street,06/23/2011 12:00:00 AM,07/07/2011 12:00:00 AM,"46 Loomis St
Cambridge, MA
(42.393522534000454, -71.15416739099965)",,web-services
REQ384436,Closed,Repair Pothole in Street,08/30/2011 12:00:00 AM,09/14/2011 12:00:00 AM,"32 Tremont St
Cambridge, MA
(42.3706704810005, -71.09865390899967)",,web-services
REQ381747,Closed,Repair Pothole in Street,08/05/2011 12:00:00 AM,08/15/2011 12:00:00 AM,"238 Broadway
Cambridge, MA
(42.36683441500048, -71.09477158299967)",,web-services
REQ474804,Closed,Repair Pothole in Street,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,"Davenport St
Cambridge, MA
(42.390001774000496, -71.11898101999964)",,dalmeida
REQ441070,Closed,Repair Pothole in Street,03/07/2013 12:00:00 AM,03/08/2013 12:00:00 AM,"Cambridge St
Cambridge, MA
(42.375468656000464, -71.11429872199966)",,web-services
REQ475699,Closed,Repair Pothole in Street,01/30/2014 12:00:00 AM,02/11/2014 12:00:00 AM,"7 West Pl
Cambridge, MA
(42.36984660000047, -71.10396938499963)",,web-services
REQ370549,Closed,Repair Pothole in Street,04/27/2011 12:00:00 AM,04/27/2011 12:00:00 AM,"147 Hampshire St
Cambridge, MA
(42.3712627540005, -71.09780121999967)",,web-services
REQ478708,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"41 Aberdeen Ave
Cambridge, MA
(42.37640423500045, -71.14621894999965)",,bsmyth
REQ401406,Closed,Repair Pothole in Street,03/11/2012 12:00:00 AM,03/14/2012 12:00:00 AM,"18 Waterhouse St
Cambridge, MA
(42.37757208300047, -71.12183026199966)",iPhone,web-services
REQ483621,Closed,Repair Pothole in Street,04/16/2014 12:00:00 AM,04/22/2014 12:00:00 AM,"504 Vassar St
Cambridge, MA
(42.358176648000494, -71.09881904999963)",,web-services
REQ397591,Closed,Repair Pothole in Street,01/23/2012 12:00:00 AM,01/25/2012 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,web-services
REQ489346,Closed,Repair Pothole in Street,06/04/2014 12:00:00 AM,06/10/2014 12:00:00 AM,"125 Mt Auburn St
Cambridge, MA
(42.37333570800047, -71.12278038599965)",,web-services
REQ478415,Closed,Repair Pothole in Street,02/25/2014 12:00:00 AM,03/04/2014 12:00:00 AM,"16 Hilliard St
Cambridge, MA
(42.37416419900046, -71.12353512999965)",,web-services
REQ474136,Closed,Repair Pothole in Street,01/13/2014 12:00:00 AM,01/15/2014 12:00:00 AM,"97 Aberdeen Ave
Cambridge, MA
(42.376640326000484, -71.14631884299962)",,web-services
REQ485564,Closed,Repair Pothole in Street,05/05/2014 12:00:00 AM,05/07/2014 12:00:00 AM,"697 Green St
Cambridge, MA
(42.36929356100046, -71.11366912399967)",iPhone,web-services
REQ480089,Closed,Repair Pothole in Street,03/13/2014 12:00:00 AM,03/13/2014 12:00:00 AM,"1053 Doyle Way
Cambridge, MA
(42.366791640000486, -71.10600946299962)",,web-services
REQ442588,Closed,Repair Pothole in Street,03/26/2013 12:00:00 AM,03/26/2013 12:00:00 AM,"Story St
Cambridge, MA
(42.37390167400048, -71.12256761899965)",,web-services
REQ490893,Closed,Repair Pothole in Street,06/16/2014 12:00:00 AM,06/18/2014 12:00:00 AM,"Acacia St
Cambridge, MA
(42.37526784100049, -71.12539294999965)",,sdagord
REQ480238,Closed,Repair Pothole in Street,03/14/2014 12:00:00 AM,03/17/2014 12:00:00 AM,"314 Walden St
Cambridge, MA
(42.385127008000495, -71.13264046099965)",iPhone,web-services
REQ410418,Closed,Repair Pothole in Street,06/05/2012 12:00:00 AM,06/07/2012 12:00:00 AM,"23 Bellevue Ave
Cambridge, MA
(42.38613640700049, -71.12571985699964)",,web-services
